"nom_iris","iris","numero","nom_voie"
"La Remise à Jorelle",302,1,"Allee Marguerite Duras"
"La Remise à Jorelle",302,2,"Allee Marguerite Duras"
"La Remise à Jorelle",302,3,"Allee Marguerite Duras"
"La Remise à Jorelle",302,4,"Allee Marguerite Duras"
"La Remise à Jorelle",302,5,"Allee Marguerite Duras"
"La Remise à Jorelle",302,6,"Allee Marguerite Duras"
"La Remise à Jorelle",302,7,"Allee Marguerite Duras"
"La Remise à Jorelle",302,8,"Allee Marguerite Duras"
"La Remise à Jorelle",302,9,"Allee Marguerite Duras"
"La Remise à Jorelle",302,10,"Allee Marguerite Duras"
"La Remise à Jorelle",302,11,"Allee Marguerite Duras"
"La Remise à Jorelle",302,13,"Allee Marguerite Duras"
"La Remise à Jorelle",302,15,"Allee Marguerite Duras"
"La Remise à Jorelle",302,17,"Allee Marguerite Duras"
"La Remise à Jorelle",302,19,"Allee Marguerite Duras"
"La Remise à Jorelle",302,21,"Allee Marguerite Duras"
"La Remise à Jorelle",302,23,"Allee Marguerite Duras"
"La Remise à Jorelle",302,25,"Allee Marguerite Duras"
"La Remise à Jorelle",302,27,"Allee Marguerite Duras"
"La Remise à Jorelle",302,29,"Allee Marguerite Duras"
"La Remise à Jorelle",302,31,"Allee Marguerite Duras"
"La Remise à Jorelle",302,33,"Allee Marguerite Duras"
"Le Vieux Chateau",303,1,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,2,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,3,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,4,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,5,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,6,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,7,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,8,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,10,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,11,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,12,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,13,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,14,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,15,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,17,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,19,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,6,"Rue du Vieux Chateau"
"Le Vieux Chateau",303,3,"Rue du Vieux Chateau"
"Le Saule Blanc",304,1,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,2,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,3,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,4,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,5,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,6,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,7,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,8,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,9,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,10,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,11,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,12,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,13,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,14,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,15,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,16,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,17,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,18,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,19,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,20,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,21,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,22,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,23,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,24,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,25,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,21,"Avenue Rouget de Lisle"
"Le Saule Blanc",304,12,"Avenue Rouget de Lisle"
"Le Chateau Gobillon",105,1,"Rue Eric Tabarly"
"Le Chateau Gobillon",105,2,"Rue Eric Tabarly"
"Le Chateau Gobillon",105,3,"Rue Eric Tabarly"
"Le Chateau Gobillon",105,4,"Rue Eric Tabarly"
"Le Chateau Gobillon",105,5,"Rue Eric Tabarly"
"Le Chateau Gobillon",105,7,"Rue Eric Tabarly"
"Le Chateau Gobillon",105,8,"Rue Eric Tabarly"
"Le Chateau Gobillon",105,9,"Rue Eric Tabarly"
"Le Chateau Gobillon",105,1,"Rue Eric Tabarly"
"Les Fleches",403,1,"Place du 11 Novembre"
"Les Fleches",403,2,"Place du 11 Novembre"
"Les Fleches",403,3,"Place du 11 Novembre"
"Les Fleches",403,4,"Place du 11 Novembre"
"Le Vieux Chateau",303,2,"Allee Raphael"
"Le Vieux Chateau",303,4,"Allee Raphael"
"Le Vieux Chateau",303,14,"Allee Raphael"
"Le Centre Ville",202,1,"Allee Anne Frank"
"La Remise à Jorelle",302,1,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,2,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,3,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,5,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,6,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,7,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,8,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,9,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,10,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,11,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,13,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,14,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,15,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,16,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,19,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,20,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,21,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,22,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,23,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,24,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,25,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,26,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,27,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,28,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,29,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,30,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,31,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,32,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,33,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,34,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,35,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,37,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,39,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,40,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,41,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,42,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,43,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,44,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,45,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,46,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,47,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,48,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,49,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,50,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,51,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,52,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,53,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,54,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,55,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,56,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,57,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,58,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,59,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,60,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,61,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,63,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,65,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,67,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,69,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,71,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,73,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,75,"Av Genevieve Anthonioz de Gaulle"
"La Remise à Jorelle",302,77,"Av Genevieve Anthonioz de Gaulle"
"La Ferme",404,1,"Avenue du Mal de Lattre de Tassigny"
"La Ferme",404,72,"Avenue du Mal de Lattre de Tassigny"
"Les Fleches",403,4,"Avenue du Mal de Lattre de Tassigny"
"Les Fleches",403,2,"Avenue du Mal de Lattre de Tassigny"
"Le Vieux Chateau",303,1,"Allee Gauguin"
"La Noue Caillet",107,2,"Residence des Floralies"
"La Flamiche",101,1,"Allee Anne Sylvestre"
"La Flamiche",101,2,"Allee Anne Sylvestre"
"La Flamiche",101,3,"Allee Anne Sylvestre"
"La Flamiche",101,4,"Allee Anne Sylvestre"
"La Flamiche",101,5,"Allee Anne Sylvestre"
"La Flamiche",101,6,"Allee Anne Sylvestre"
"La Flamiche",101,7,"Allee Anne Sylvestre"
"La Flamiche",101,8,"Allee Anne Sylvestre"
"La Flamiche",101,9,"Allee Anne Sylvestre"
"La Flamiche",101,10,"Allee Anne Sylvestre"
"La Flamiche",101,11,"Allee Anne Sylvestre"
"La Flamiche",101,12,"Allee Anne Sylvestre"
"La Flamiche",101,13,"Allee Anne Sylvestre"
"La Flamiche",101,14,"Allee Anne Sylvestre"
"La Flamiche",101,16,"Allee Anne Sylvestre"
"La Flamiche",101,18,"Allee Anne Sylvestre"
"La Flamiche",101,20,"Allee Anne Sylvestre"
"Suzanne Buisson",104,1,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,2,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,3,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,4,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,5,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,6,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,7,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,8,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,9,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,10,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,11,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,12,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,13,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,14,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,15,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,16,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,17,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,18,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,19,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,20,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,21,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,22,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,23,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,24,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,25,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,26,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,27,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,30,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,32,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,34,"Avenue Suzanne Buisson"
"Suzanne Buisson",104,1,"Rue de Versailles"
"Suzanne Buisson",104,2,"Rue de Versailles"
"Suzanne Buisson",104,3,"Rue de Versailles"
"Suzanne Buisson",104,4,"Rue de Versailles"
"Suzanne Buisson",104,5,"Rue de Versailles"
"Suzanne Buisson",104,6,"Rue de Versailles"
"Suzanne Buisson",104,7,"Rue de Versailles"
"Suzanne Buisson",104,8,"Rue de Versailles"
"Suzanne Buisson",104,9,"Rue de Versailles"
"Suzanne Buisson",104,10,"Rue de Versailles"
"Suzanne Buisson",104,11,"Rue de Versailles"
"Suzanne Buisson",104,13,"Rue de Versailles"
"Suzanne Buisson",104,14,"Rue de Versailles"
"Suzanne Buisson",104,15,"Rue de Versailles"
"Suzanne Buisson",104,16,"Rue de Versailles"
"Suzanne Buisson",104,17,"Rue de Versailles"
"Suzanne Buisson",104,18,"Rue de Versailles"
"Suzanne Buisson",104,20,"Rue de Versailles"
"Suzanne Buisson",104,21,"Rue de Versailles"
"Suzanne Buisson",104,22,"Rue de Versailles"
"Suzanne Buisson",104,23,"Rue de Versailles"
"Suzanne Buisson",104,24,"Rue de Versailles"
"Suzanne Buisson",104,25,"Rue de Versailles"
"Suzanne Buisson",104,26,"Rue de Versailles"
"Suzanne Buisson",104,27,"Rue de Versailles"
"Suzanne Buisson",104,28,"Rue de Versailles"
"Suzanne Buisson",104,29,"Rue de Versailles"
"Suzanne Buisson",104,30,"Rue de Versailles"
"Suzanne Buisson",104,31,"Rue de Versailles"
"Suzanne Buisson",104,32,"Rue de Versailles"
"Suzanne Buisson",104,33,"Rue de Versailles"
"Suzanne Buisson",104,34,"Rue de Versailles"
"Suzanne Buisson",104,35,"Rue de Versailles"
"Suzanne Buisson",104,36,"Rue de Versailles"
"Suzanne Buisson",104,37,"Rue de Versailles"
"Suzanne Buisson",104,38,"Rue de Versailles"
"Suzanne Buisson",104,39,"Rue de Versailles"
"Suzanne Buisson",104,40,"Rue de Versailles"
"Suzanne Buisson",104,41,"Rue de Versailles"
"Suzanne Buisson",104,42,"Rue de Versailles"
"Suzanne Buisson",104,43,"Rue de Versailles"
"Suzanne Buisson",104,44,"Rue de Versailles"
"Suzanne Buisson",104,45,"Rue de Versailles"
"Suzanne Buisson",104,46,"Rue de Versailles"
"Suzanne Buisson",104,47,"Rue de Versailles"
"Suzanne Buisson",104,48,"Rue de Versailles"
"Suzanne Buisson",104,49,"Rue de Versailles"
"Suzanne Buisson",104,50,"Rue de Versailles"
"Suzanne Buisson",104,51,"Rue de Versailles"
"Suzanne Buisson",104,52,"Rue de Versailles"
"Suzanne Buisson",104,53,"Rue de Versailles"
"Suzanne Buisson",104,54,"Rue de Versailles"
"Suzanne Buisson",104,55,"Rue de Versailles"
"Suzanne Buisson",104,56,"Rue de Versailles"
"Suzanne Buisson",104,57,"Rue de Versailles"
"Suzanne Buisson",104,58,"Rue de Versailles"
"Suzanne Buisson",104,59,"Rue de Versailles"
"Suzanne Buisson",104,60,"Rue de Versailles"
"Suzanne Buisson",104,62,"Rue de Versailles"
"Suzanne Buisson",104,63,"Rue de Versailles"
"Suzanne Buisson",104,65,"Rue de Versailles"
"Suzanne Buisson",104,67,"Rue de Versailles"
"Suzanne Buisson",104,69,"Rue de Versailles"
"Suzanne Buisson",104,71,"Rue de Versailles"
"Suzanne Buisson",104,2,"Rue de Versailles"
"Suzanne Buisson",104,62,"Rue de Versailles"
"Suzanne Buisson",104,8,"Rue de Versailles"
"Suzanne Buisson",104,53,"Rue de Versailles"
"Le Vieux Chateau",303,1,"Allee de Furci"
"Le Vieux Chateau",303,2,"Allee de Furci"
"Le Vieux Chateau",303,3,"Allee de Furci"
"Le Vieux Chateau",303,4,"Allee de Furci"
"Le Vieux Chateau",303,5,"Allee de Furci"
"Le Vieux Chateau",303,6,"Allee de Furci"
"Le Vieux Chateau",303,7,"Allee de Furci"
"Le Vieux Chateau",303,8,"Allee de Furci"
"Le Vieux Chateau",303,10,"Allee de Furci"
"Le Vieux Chateau",303,12,"Allee de Furci"
"Le Vieux Chateau",303,14,"Allee de Furci"
"Le Vieux Chateau",303,16,"Allee de Furci"
"Le Vieux Chateau",303,1,"Allee de Furci"
"Fosse de la Regale",405,1,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,2,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,3,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,4,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,5,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,6,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,7,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,8,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,9,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,10,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,12,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,13,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,14,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,15,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,16,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,17,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,18,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,20,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,22,"Rue Emmanuel Fairon"
"Fosse de la Regale",405,24,"Rue Emmanuel Fairon"
"Le Saule Blanc",304,2,"Rue Paul Eluard"
"Le Saule Blanc",304,4,"Rue Paul Eluard"
"Le Saule Blanc",304,6,"Rue Paul Eluard"
"Le Saule Blanc",304,8,"Rue Paul Eluard"
"Le Saule Blanc",304,10,"Rue Paul Eluard"
"Le Saule Blanc",304,12,"Rue Paul Eluard"
"Le Saule Blanc",304,14,"Rue Paul Eluard"
"Le Saule Blanc",304,16,"Rue Paul Eluard"
"La Noue Caillet",107,1,"Allee des Tulipes"
"La Noue Caillet",107,3,"Allee des Tulipes"
"La Noue Caillet",107,5,"Allee des Tulipes"
"La Noue Caillet",107,7,"Allee des Tulipes"
"Les Courts Sillons",305,1,"Allée Racine"
"Les Courts Sillons",305,2,"Allée Racine"
"Les Courts Sillons",305,3,"Allée Racine"
"Les Courts Sillons",305,4,"Allée Racine"
"Les Courts Sillons",305,5,"Allée Racine"
"Les Courts Sillons",305,6,"Allée Racine"
"Les Courts Sillons",305,7,"Allée Racine"
"Les Courts Sillons",305,8,"Allée Racine"
"Les Courts Sillons",305,9,"Allée Racine"
"Les Courts Sillons",305,10,"Allée Racine"
"Les Courts Sillons",305,11,"Allée Racine"
"Les Courts Sillons",305,12,"Allée Racine"
"Les Courts Sillons",305,13,"Allée Racine"
"Les Courts Sillons",305,14,"Allée Racine"
"Les Courts Sillons",305,15,"Allée Racine"
"Les Courts Sillons",305,16,"Allée Racine"
"Les Courts Sillons",305,17,"Allée Racine"
"Les Courts Sillons",305,18,"Allée Racine"
"Les Courts Sillons",305,19,"Allée Racine"
"Les Courts Sillons",305,20,"Allée Racine"
"Les Courts Sillons",305,21,"Allée Racine"
"Les Courts Sillons",305,22,"Allée Racine"
"Les Courts Sillons",305,23,"Allée Racine"
"Les Courts Sillons",305,24,"Allée Racine"
"Les Courts Sillons",305,25,"Allée Racine"
"Les Courts Sillons",305,26,"Allée Racine"
"Les Courts Sillons",305,27,"Allée Racine"
"Les Courts Sillons",305,28,"Allée Racine"
"Les Courts Sillons",305,30,"Allée Racine"
"Les Courts Sillons",305,32,"Allée Racine"
"Les Courts Sillons",305,33,"Allée Racine"
"Les Courts Sillons",305,34,"Allée Racine"
"Les Courts Sillons",305,36,"Allée Racine"
"Les Courts Sillons",305,37,"Allée Racine"
"Les Courts Sillons",305,15,"Allée Racine"
"Les Courts Sillons",305,32,"Allée Racine"
"Les Courts Sillons",305,6,"Allée Racine"
"Les Courts Sillons",305,8,"Allée Racine"
"Les Courts Sillons",305,2,"Allée Racine"
"Les Courts Sillons",305,3,"Allée Racine"
"Les Courts Sillons",305,20,"Allée Racine"
"La Mare à la Veuve",301,1,"Rue du Midi"
"La Mare à la Veuve",301,2,"Rue du Midi"
"La Mare à la Veuve",301,3,"Rue du Midi"
"La Mare à la Veuve",301,4,"Rue du Midi"
"La Mare à la Veuve",301,5,"Rue du Midi"
"La Mare à la Veuve",301,8,"Rue du Midi"
"La Mare à la Veuve",301,10,"Rue du Midi"
"La Mare à la Veuve",301,11,"Rue du Midi"
"La Mare à la Veuve",301,12,"Rue du Midi"
"La Mare à la Veuve",301,13,"Rue du Midi"
"La Mare à la Veuve",301,14,"Rue du Midi"
"La Mare à la Veuve",301,15,"Rue du Midi"
"La Mare à la Veuve",301,17,"Rue du Midi"
"La Mare à la Veuve",301,19,"Rue du Midi"
"La Mare à la Veuve",301,20,"Rue du Midi"
"La Mare à la Veuve",301,21,"Rue du Midi"
"La Mare à la Veuve",301,22,"Rue du Midi"
"La Mare à la Veuve",301,23,"Rue du Midi"
"La Mare à la Veuve",301,24,"Rue du Midi"
"La Mare à la Veuve",301,25,"Rue du Midi"
"La Mare à la Veuve",301,26,"Rue du Midi"
"La Mare à la Veuve",301,27,"Rue du Midi"
"La Mare à la Veuve",301,28,"Rue du Midi"
"La Mare à la Veuve",301,29,"Rue du Midi"
"La Mare à la Veuve",301,30,"Rue du Midi"
"La Mare à la Veuve",301,31,"Rue du Midi"
"La Mare à la Veuve",301,32,"Rue du Midi"
"La Mare à la Veuve",301,33,"Rue du Midi"
"La Mare à la Veuve",301,35,"Rue du Midi"
"La Mare à la Veuve",301,36,"Rue du Midi"
"La Mare à la Veuve",301,37,"Rue du Midi"
"La Mare à la Veuve",301,38,"Rue du Midi"
"La Mare à la Veuve",301,39,"Rue du Midi"
"La Mare à la Veuve",301,41,"Rue du Midi"
"La Mare à la Veuve",301,42,"Rue du Midi"
"La Mare à la Veuve",301,43,"Rue du Midi"
"La Mare à la Veuve",301,44,"Rue du Midi"
"La Mare à la Veuve",301,45,"Rue du Midi"
"La Mare à la Veuve",301,46,"Rue du Midi"
"La Mare à la Veuve",301,47,"Rue du Midi"
"La Mare à la Veuve",301,48,"Rue du Midi"
"La Mare à la Veuve",301,49,"Rue du Midi"
"La Mare à la Veuve",301,50,"Rue du Midi"
"La Mare à la Veuve",301,52,"Rue du Midi"
"La Mare à la Veuve",301,53,"Rue du Midi"
"La Mare à la Veuve",301,54,"Rue du Midi"
"La Mare à la Veuve",301,55,"Rue du Midi"
"La Mare à la Veuve",301,59,"Rue du Midi"
"La Mare à la Veuve",301,61,"Rue du Midi"
"La Mare à la Veuve",301,63,"Rue du Midi"
"La Mare à la Veuve",301,67,"Rue du Midi"
"La Mare à la Veuve",301,52,"Rue du Midi"
"Le Moulin à Vent",204,3,"Rue de Varsovie"
"Le Moulin à Vent",204,5,"Rue de Varsovie"
"Le Moulin à Vent",204,7,"Rue de Varsovie"
"Le Moulin à Vent",204,8,"Rue de Varsovie"
"Le Moulin à Vent",204,9,"Rue de Varsovie"
"Le Moulin à Vent",204,10,"Rue de Varsovie"
"Le Moulin à Vent",204,11,"Rue de Varsovie"
"Le Moulin à Vent",204,12,"Rue de Varsovie"
"Le Moulin à Vent",204,14,"Rue de Varsovie"
"Le Moulin à Vent",204,16,"Rue de Varsovie"
"Le Moulin à Vent",204,21,"Rue de Varsovie"
"Le Moulin à Vent",204,22,"Rue de Varsovie"
"Le Moulin à Vent",204,23,"Rue de Varsovie"
"Le Moulin à Vent",204,31,"Rue de Varsovie"
"Le Moulin à Vent",204,32,"Rue de Varsovie"
"Le Moulin à Vent",204,33,"Rue de Varsovie"
"Le Moulin à Vent",204,34,"Rue de Varsovie"
"Le Moulin à Vent",204,35,"Rue de Varsovie"
"Le Moulin à Vent",204,37,"Rue de Varsovie"
"Le Moulin à Vent",204,10,"Rue de Varsovie"
"Le Moulin à Vent",204,7,"Rue de Varsovie"
"Le Moulin à Vent",204,7,"Rue de Varsovie"
"Le Moulin à Vent",204,9,"Rue de Varsovie"
"La Mare à la Veuve",301,3,"Rue Marcel Paul"
"La Mare à la Veuve",301,4,"Rue Marcel Paul"
"La Mare à la Veuve",301,5,"Rue Marcel Paul"
"La Mare à la Veuve",301,6,"Rue Marcel Paul"
"La Mare à la Veuve",301,7,"Rue Marcel Paul"
"La Mare à la Veuve",301,8,"Rue Marcel Paul"
"La Mare à la Veuve",301,10,"Rue Marcel Paul"
"La Mare à la Veuve",301,11,"Rue Marcel Paul"
"La Mare à la Veuve",301,12,"Rue Marcel Paul"
"La Mare à la Veuve",301,13,"Rue Marcel Paul"
"La Mare à la Veuve",301,14,"Rue Marcel Paul"
"La Mare à la Veuve",301,15,"Rue Marcel Paul"
"La Mare à la Veuve",301,16,"Rue Marcel Paul"
"La Mare à la Veuve",301,17,"Rue Marcel Paul"
"La Mare à la Veuve",301,18,"Rue Marcel Paul"
"La Mare à la Veuve",301,19,"Rue Marcel Paul"
"La Mare à la Veuve",301,20,"Rue Marcel Paul"
"La Mare à la Veuve",301,21,"Rue Marcel Paul"
"La Mare à la Veuve",301,22,"Rue Marcel Paul"
"La Mare à la Veuve",301,23,"Rue Marcel Paul"
"La Mare à la Veuve",301,24,"Rue Marcel Paul"
"La Mare à la Veuve",301,25,"Rue Marcel Paul"
"La Mare à la Veuve",301,26,"Rue Marcel Paul"
"La Mare à la Veuve",301,27,"Rue Marcel Paul"
"La Mare à la Veuve",301,28,"Rue Marcel Paul"
"La Mare à la Veuve",301,29,"Rue Marcel Paul"
"La Mare à la Veuve",301,30,"Rue Marcel Paul"
"La Mare à la Veuve",301,32,"Rue Marcel Paul"
"La Mare à la Veuve",301,34,"Rue Marcel Paul"
"La Mare à la Veuve",301,36,"Rue Marcel Paul"
"La Mare à la Veuve",301,38,"Rue Marcel Paul"
"La Mare à la Veuve",301,40,"Rue Marcel Paul"
"Les Courts Sillons",305,2,"Rue François Collet"
"Le Saule Blanc",304,3,"Rue François Collet"
"Le Saule Blanc",304,4,"Rue François Collet"
"Le Saule Blanc",304,5,"Rue François Collet"
"Les Courts Sillons",305,6,"Rue François Collet"
"Le Saule Blanc",304,7,"Rue François Collet"
"Les Courts Sillons",305,8,"Rue François Collet"
"Le Saule Blanc",304,9,"Rue François Collet"
"Les Courts Sillons",305,10,"Rue François Collet"
"Le Saule Blanc",304,11,"Rue François Collet"
"Le Saule Blanc",304,12,"Rue François Collet"
"Le Saule Blanc",304,13,"Rue François Collet"
"Le Saule Blanc",304,14,"Rue François Collet"
"Le Saule Blanc",304,16,"Rue François Collet"
"Le Saule Blanc",304,17,"Rue François Collet"
"Le Saule Blanc",304,19,"Rue François Collet"
"Le Saule Blanc",304,21,"Rue François Collet"
"Le Saule Blanc",304,23,"Rue François Collet"
"Le Saule Blanc",304,25,"Rue François Collet"
"Le Saule Blanc",304,27,"Rue François Collet"
